START_POPULATION,CROWDING_COEFFICIENT,REPRODUCTION_PROBABILITY,DEATH_PROBABILITY,ITERATION_GRAND_MEAN,LOWER_95_CI,UPPER_95_CI
3,0.0001,0.1,0.05,463.432835820896,463.139303482587,463.741293532338
3,0.0001,0.15,0.1,377.213930348259,376.776119402985,377.671641791045
3,0.0001,0.2,0.15,330.213930348259,329.805970149254,330.577114427861
3,0.0001,0.25,0.2,283.945273631841,283.547263681592,284.407960199005
3,0.0001,0.3,0.25,226.686567164179,226.169154228856,227.194029850746
3,0.0001,0.35,0.3,220.905472636816,220.532338308458,221.273631840796
3,0.0001,0.4,0.35,232.915422885572,232.47263681592,233.36815920398
3,0.0001,0.45,0.4,268.07960199005,267.756218905473,268.427860696517
3,0.0001,0.5,0.45,202.064676616915,201.532338308458,202.592039800995
3,0.0001,0.55,0.5,278.592039800995,278.07960199005,279.099502487562
3,0.0001,0.6,0.55,201.323383084577,200.890547263682,201.71144278607
3,0.0001,0.65,0.6,214.810945273632,214.482587064677,215.139303482587
3,0.0001,0.7,0.65,252.407960199005,252.124378109453,252.691542288557
3,0.0001,0.75,0.7,312.81592039801,312.407960199005,313.228855721393
3,0.0001,0.8,0.75,318.835820895522,318.333333333333,319.363184079602
3,0.0001,0.85,0.8,344.512437810945,344.1592039801,344.875621890547
3,0.0001,0.9,0.85,388.681592039801,388.313432835821,389.069651741294
3,0.0001,0.95,0.9,395.393034825871,395.154228855721,395.611940298507
3,0.0001,1,0.95,500,500,500
5,1e-05,0.05,0,5007.97014925373,5007.37810945274,5008.55721393035
5,1e-05,0.1,0.05,4847.73134328358,4846.53233830846,4848.94527363184
5,1e-05,0.15,0.1,4592.00995024876,4589.97014925373,4594.15422885572
5,1e-05,0.2,0.15,4303.04975124378,4301.33830845771,4304.70149253731
5,1e-05,0.25,0.2,4002.62189054726,4001.34328358209,4003.99502487562
5,1e-05,0.3,0.25,3943.60199004975,3942.06467661692,3945.04975124378
5,1e-05,0.35,0.3,3701.61691542289,3699.86567164179,3703.44278606965
5,1e-05,0.4,0.35,3194.2736318408,3192.37810945274,3195.97014925373
5,1e-05,0.45,0.4,3204.9552238806,3202.85074626866,3207.24875621891
5,1e-05,0.5,0.45,3142.94029850746,3141.63184079602,3144.24875621891
5,1e-05,0.55,0.5,3294.45771144279,3292.55721393035,3296.25373134328
5,1e-05,0.6,0.55,3142.0447761194,3139.85074626866,3144.36815920398
5,1e-05,0.65,0.6,3246.23880597015,3245.13432835821,3247.34328358209
5,1e-05,0.7,0.65,3545.71144278607,3544.46766169154,3547.00995024876
5,1e-05,0.75,0.7,3438.99502487562,3437.16417910448,3440.8407960199
5,1e-05,0.8,0.75,3999.20895522388,3997.65671641791,4000.87064676617
5,1e-05,0.85,0.8,4151.60696517413,4150.51741293532,4152.64179104478
5,1e-05,0.9,0.85,4548.75621890547,4547.28855721393,4550.07462686567
5,1e-05,0.95,0.9,4897.8855721393,4897.03980099502,4898.64676616915
5,1e-05,1,0.95,4999.85572139303,4999.7960199005,4999.90547263682
5,2e-05,0.05,0,2500.87562189055,2500.29353233831,2501.4776119403
5,2e-05,0.1,0.05,2398.96019900498,2398.19402985075,2399.7960199005
5,2e-05,0.15,0.1,2217.03482587065,2216.01492537313,2218.01492537313
5,2e-05,0.2,0.15,2073.57711442786,2072.71144278607,2074.52736318408
5,2e-05,0.25,0.2,1997.75124378109,1996.90547263682,1998.65174129353
5,2e-05,0.3,0.25,1773.61194029851,1772.42786069652,1774.86567164179
5,2e-05,0.35,0.3,1744.90547263682,1743.92039800995,1745.83582089552
5,2e-05,0.4,0.35,1675.53731343284,1674.61691542289,1676.46268656716
5,2e-05,0.45,0.4,1702.18407960199,1700.41791044776,1703.85572139303
5,2e-05,0.5,0.45,1469.73134328358,1468.55721393035,1470.90049751244
5,2e-05,0.55,0.5,1722.65671641791,1721.75124378109,1723.55223880597
5,2e-05,0.6,0.55,1755,1753.63184079602,1756.46766169154
5,2e-05,0.65,0.6,1572.57213930348,1571.77611940299,1573.32835820896
5,2e-05,0.7,0.65,1819.56218905473,1818.66666666667,1820.41791044776
5,2e-05,0.75,0.7,1570.14427860697,1568.71641791045,1571.58706467662
5,2e-05,0.8,0.75,2071.36815920398,2070.7960199005,2072.00995024876
5,2e-05,0.85,0.8,1974.66169154229,1973.54228855721,1975.79104477612
5,2e-05,0.9,0.85,2196.90049751244,2196.24875621891,2197.52736318408
5,2e-05,0.95,0.9,2448.16915422886,2447.61691542289,2448.71641791045
5,2e-05,1,0.95,2500,2500,2500
5,3e-05,0.05,0,1664.6368159204,1664.14427860697,1665.1144278607
5,3e-05,0.1,0.05,1633.34825870647,1632.53233830846,1634.24875621891
5,3e-05,0.15,0.1,1461.90547263682,1461.37313432836,1462.39303482587
5,3e-05,0.2,0.15,1385.5671641791,1384.75124378109,1386.4328358209
5,3e-05,0.25,0.2,1344.1144278607,1343.25373134328,1345.10945273632
5,3e-05,0.3,0.25,1129.69154228856,1128.76616915423,1130.67661691542
5,3e-05,0.35,0.3,1147.23880597015,1146.31343283582,1148.12437810945
5,3e-05,0.4,0.35,1042.55223880597,1041.94527363184,1043.13930348259
5,3e-05,0.45,0.4,1048.07960199005,1047.35323383085,1048.84577114428
5,3e-05,0.5,0.45,1034.93532338308,1033.592039801,1036.28855721393
5,3e-05,0.55,0.5,1161.63184079602,1160.77611940299,1162.47263681592
5,3e-05,0.6,0.55,1165.03980099502,1164.25870646766,1165.90547263682
5,3e-05,0.65,0.6,1144.22885572139,1143.28855721393,1145.1144278607
5,3e-05,0.7,0.65,1229.37810945274,1228.42786069652,1230.34825870647
5,3e-05,0.75,0.7,1148.02985074627,1147.20895522388,1148.78606965174
5,3e-05,0.8,0.75,1135.28855721393,1134.65174129353,1135.99004975124
5,3e-05,0.85,0.8,1366.09950248756,1365.49751243781,1366.69154228856
5,3e-05,0.9,0.85,1447.10447761194,1446.42288557214,1447.82587064677
5,3e-05,0.95,0.9,1598.21890547264,1597.75621890547,1598.68656716418
5,3e-05,1,0.95,1667,1667,1667
5,4e-05,0.05,0,1249.72139303483,1249.37313432836,1250.08457711443
5,4e-05,0.1,0.05,1220.93532338308,1220.44278606965,1221.42288557214
5,4e-05,0.15,0.1,1161.90547263682,1161.20895522388,1162.54726368159
5,4e-05,0.2,0.15,934.890547263682,934.358208955224,935.417910447761
5,4e-05,0.25,0.2,1003.27860696517,1002.49751243781,1004.03980099502
5,4e-05,0.3,0.25,826.139303482587,825.218905472637,827.034825870647
5,4e-05,0.35,0.3,886.094527363184,885.154228855721,887.084577114428
5,4e-05,0.4,0.35,821.36815920398,820.537313432836,822.228855721393
5,4e-05,0.45,0.4,796.462686567164,795.348258706468,797.636815920398
5,4e-05,0.5,0.45,671.233830845771,670.512437810945,672.029850746269
5,4e-05,0.55,0.5,920.800995024876,919.796019900498,921.875621890547
5,4e-05,0.6,0.55,699.492537313433,698.601990049751,700.353233830846
5,4e-05,0.65,0.6,837.318407960199,836.562189054726,838.044776119403
5,4e-05,0.7,0.65,842.970149253731,842.134328358209,843.746268656716
5,4e-05,0.75,0.7,971.174129353234,970.44776119403,971.910447761194
5,4e-05,0.8,0.75,888,887.427860696517,888.592039800995
5,4e-05,0.85,0.8,1070.32835820896,1069.60199004975,1071.04975124378
5,4e-05,0.9,0.85,1084.77114427861,1084.34328358209,1085.23880597015
5,4e-05,0.95,0.9,1225.13930348259,1224.56218905473,1225.66169154229
5,4e-05,1,0.95,1250,1250,1250
5,5e-05,0.05,0,1000.74129353234,1000.42786069652,1001.04975124378
5,5e-05,0.1,0.05,944.825870646766,944.393034825871,945.333333333333
5,5e-05,0.15,0.1,915.661691542289,915.019900497512,916.293532338308
5,5e-05,0.2,0.15,813.119402985075,812.577114427861,813.701492537313
5,5e-05,0.25,0.2,778.432835820896,778.069651741294,778.870646766169
5,5e-05,0.3,0.25,657.820895522388,657.308457711443,658.348258706468
5,5e-05,0.35,0.3,630.572139303483,629.800995024876,631.407960199005
5,5e-05,0.4,0.35,623.373134328358,622.44776119403,624.432835820896
5,5e-05,0.45,0.4,608.791044776119,607.950248756219,609.577114427861
5,5e-05,0.5,0.45,691.55223880597,690.875621890547,692.228855721393
5,5e-05,0.55,0.5,670.039800995025,669.189054726368,670.910447761194
5,5e-05,0.6,0.55,676.731343283582,676.039800995025,677.383084577114
5,5e-05,0.65,0.6,577.044776119403,576.462686567164,577.587064676617
5,5e-05,0.7,0.65,659.258706467662,658.442786069652,660.094527363184
5,5e-05,0.75,0.7,784.651741293532,784.07960199005,785.243781094527
5,5e-05,0.8,0.75,768.796019900498,768.303482587065,769.26368159204
5,5e-05,0.85,0.8,845.55223880597,845.094527363184,846.034825870647
5,5e-05,0.9,0.85,901.034825870647,900.442786069652,901.681592039801
5,5e-05,0.95,0.9,961.318407960199,961.059701492537,961.587064676617
5,5e-05,1,0.95,1000,1000,1000
5,6e-05,0.05,0,832.099502487562,831.81592039801,832.398009950249
5,6e-05,0.1,0.05,802.517412935323,802.034825870647,802.960199004975
5,6e-05,0.15,0.1,762.925373134328,762.522388059701,763.348258706468
5,6e-05,0.2,0.15,730.338308457711,729.940298507463,730.751243781095
5,6e-05,0.25,0.2,692.781094527363,692.318407960199,693.268656716418
5,6e-05,0.3,0.25,580.572139303483,580.004975124378,581.194029850746
5,6e-05,0.35,0.3,535.880597014925,535.134328358209,536.587064676617
5,6e-05,0.4,0.35,572.094527363184,571.587064676617,572.626865671642
5,6e-05,0.45,0.4,562.477611940299,561.55223880597,563.417910447761
5,6e-05,0.5,0.45,518.293532338308,517.791044776119,518.830845771144
5,6e-05,0.55,0.5,453.283582089552,452.432835820896,454.119402985075
5,6e-05,0.6,0.55,511.378109452736,510.681592039801,512.094527363184
5,6e-05,0.65,0.6,563.781094527363,563.233830845771,564.398009950249
5,6e-05,0.7,0.65,562.845771144279,562.328358208955,563.343283582089
5,6e-05,0.75,0.7,580.656716417911,580.029850746269,581.28855721393
5,6e-05,0.8,0.75,673.726368159204,673.308457711443,674.134328358209
5,6e-05,0.85,0.8,687.776119402985,687.119402985075,688.398009950249
5,6e-05,0.9,0.85,764.980099502488,764.592039800995,765.373134328358
5,6e-05,0.95,0.9,824.10447761194,823.776119402985,824.427860696517
5,6e-05,1,0.95,834,834,834
5,7e-05,0.05,0,715.820895522388,715.417910447761,716.194029850746
5,7e-05,0.1,0.05,702.55223880597,702.054726368159,703.024875621891
5,7e-05,0.15,0.1,654.562189054726,654.154228855721,654.960199004975
5,7e-05,0.2,0.15,559.935323383085,559.213930348259,560.661691542289
5,7e-05,0.25,0.2,506.049751243781,505.492537313433,506.611940298507
5,7e-05,0.3,0.25,470.144278606965,469.616915422886,470.676616915423
5,7e-05,0.35,0.3,481.502487562189,480.915422885572,482.109452736318
5,7e-05,0.4,0.35,442.009950248756,441.636815920398,442.398009950249
5,7e-05,0.45,0.4,491.094527363184,490.55223880597,491.681592039801
5,7e-05,0.5,0.45,454.417910447761,453.761194029851,455.054726368159
5,7e-05,0.55,0.5,454.189054726368,453.666666666667,454.716417910448
5,7e-05,0.6,0.55,424.482587064677,423.870646766169,425.059701492537
5,7e-05,0.65,0.6,453.432835820896,452.875621890547,453.995024875622
5,7e-05,0.7,0.65,470.243781094527,469.587064676617,470.855721393035
5,7e-05,0.75,0.7,452.10447761194,451.611940298507,452.572139303483
5,7e-05,0.8,0.75,558.497512437811,558.114427860697,558.875621890547
5,7e-05,0.85,0.8,526.73631840796,526.258706467662,527.149253731343
5,7e-05,0.9,0.85,633.069651741294,632.696517412935,633.467661691542
5,7e-05,0.95,0.9,699.149253731343,698.960199004975,699.338308457711
5,7e-05,1,0.95,715,715,715
5,8e-05,0.05,0,624.726368159204,624.358208955224,625.074626865672
5,8e-05,0.1,0.05,617.89552238806,617.567164179104,618.233830845771
5,8e-05,0.15,0.1,569.44776119403,568.915422885572,569.970149253731
5,8e-05,0.2,0.15,527.875621890547,527.169154228856,528.522388059701
5,8e-05,0.25,0.2,493.597014925373,493.1592039801,494.069651741294
5,8e-05,0.3,0.25,474.139303482587,473.63184079602,474.592039800995
5,8e-05,0.35,0.3,428.726368159204,427.965174129353,429.492537313433
5,8e-05,0.4,0.35,328.243781094527,327.562189054726,328.935323383085
5,8e-05,0.45,0.4,398.273631840796,397.845771144279,398.746268656716
5,8e-05,0.5,0.45,370.92039800995,370.402985074627,371.477611940299
5,8e-05,0.55,0.5,421.422885572139,420.905472636816,421.960199004975
5,8e-05,0.6,0.55,385.034825870647,384.63184079602,385.487562189055
5,8e-05,0.65,0.6,389.333333333333,388.771144278607,389.875621890547
5,8e-05,0.7,0.65,433.318407960199,432.696517412935,433.92039800995
5,8e-05,0.75,0.7,453.109452736318,452.55223880597,453.641791044776
5,8e-05,0.8,0.75,502.119402985075,501.597014925373,502.681592039801
5,8e-05,0.85,0.8,521.417910447761,520.721393034826,522.194029850746
5,8e-05,0.9,0.85,559.870646766169,559.348258706468,560.36815920398
5,8e-05,0.95,0.9,618.373134328358,618.059701492537,618.661691542289
5,8e-05,1,0.95,625,625,625
5,9e-05,0.05,0,553.930348258706,553.661691542289,554.203980099502
5,9e-05,0.1,0.05,529.89552238806,529.597014925373,530.179104477612
5,9e-05,0.15,0.1,507.52736318408,506.81592039801,508.194029850746
5,9e-05,0.2,0.15,437.651741293532,437.124378109453,438.129353233831
5,9e-05,0.25,0.2,423.164179104478,422.537313432836,423.800995024876
5,9e-05,0.3,0.25,402.651741293532,402.268656716418,403.044776119403
5,9e-05,0.35,0.3,386.268656716418,385.606965174129,386.865671641791
5,9e-05,0.4,0.35,316.980099502488,316.348258706468,317.542288557214
5,9e-05,0.45,0.4,362.223880597015,361.830845771144,362.676616915423
5,9e-05,0.5,0.45,329.318407960199,329.029850746269,329.641791044776
5,9e-05,0.55,0.5,306.089552238806,305.601990049751,306.582089552239
5,9e-05,0.6,0.55,373.875621890547,373.213930348259,374.55223880597
5,9e-05,0.65,0.6,369.537313432836,368.756218905473,370.28855721393
5,9e-05,0.7,0.65,370.273631840796,369.791044776119,370.716417910448
5,9e-05,0.75,0.7,396.611940298507,396.10447761194,397.154228855721
5,9e-05,0.8,0.75,380.950248756219,380.44776119403,381.398009950249
5,9e-05,0.85,0.8,454.054726368159,453.492537313433,454.616915422886
5,9e-05,0.9,0.85,474.651741293532,474.303482587065,475.019900497512
5,9e-05,0.95,0.9,544.154228855721,543.890547263682,544.393034825871
5,9e-05,1,0.95,556,556,556
5,0.0001,0.05,0,498.402985074627,498.164179104478,498.65671641791
5,0.0001,0.1,0.05,483.601990049751,483.28855721393,483.905472636816
5,0.0001,0.15,0.1,453.507462686567,452.955223880597,454.024875621891
5,0.0001,0.2,0.15,396.960199004975,396.477611940299,397.442786069652
5,0.0001,0.25,0.2,366.562189054726,366.109452736318,367.064676616915
5,0.0001,0.3,0.25,344.07960199005,343.502487562189,344.626865671642
5,0.0001,0.35,0.3,340.820895522388,340.34328358209,341.303482587065
5,0.0001,0.4,0.35,341.109452736318,340.676616915423,341.587064676617
5,0.0001,0.45,0.4,331.144278606965,330.751243781095,331.547263681592
5,0.0001,0.5,0.45,339.567164179104,339.019900497512,340.099502487562
5,0.0001,0.55,0.5,282.064676616915,281.587064676617,282.55223880597
5,0.0001,0.6,0.55,329.606965174129,329.189054726368,330.009950248756
5,0.0001,0.65,0.6,322.034825870647,321.437810945274,322.567164179104
5,0.0001,0.7,0.65,316.800995024876,316.398009950249,317.223880597015
5,0.0001,0.75,0.7,341.099502487562,340.766169154229,341.427860696517
5,0.0001,0.8,0.75,402.567164179104,402.064676616915,403.129353233831
5,0.0001,0.85,0.8,412.845771144279,412.52736318408,413.154228855721
5,0.0001,0.9,0.85,459.283582089552,458.975124378109,459.592039800995
5,0.0001,0.95,0.9,479.07960199005,478.820895522388,479.328358208955
5,0.0001,1,0.95,500,500,500
7,1e-05,0.05,0,5000.03482587065,4999.16417910448,5000.89054726368
7,1e-05,0.1,0.05,4953.87562189055,4952.61194029851,4955.10447761194
7,1e-05,0.15,0.1,4793.10447761194,4791.35323383085,4794.87064676617
7,1e-05,0.2,0.15,4549.96517412935,4548.24875621891,4551.70149253731
7,1e-05,0.25,0.2,4305.71641791045,4303.77611940299,4307.63184079602
7,1e-05,0.3,0.25,4051.92537313433,4050.54726368159,4053.33333333333
7,1e-05,0.35,0.3,3900.40298507463,3898.37810945274,3902.31343283582
7,1e-05,0.4,0.35,3993.51741293532,3991.60199004975,3995.39303482587
7,1e-05,0.45,0.4,3651.32338308458,3649.83582089552,3652.9552238806
7,1e-05,0.5,0.45,3493.92039800995,3492.54228855721,3495.35820895522
7,1e-05,0.55,0.5,3650.19402985075,3648.98507462687,3651.41293532338
7,1e-05,0.6,0.55,4040.51243781095,4039.21393034826,4041.90547263682
7,1e-05,0.65,0.6,4089.8855721393,4087.82089552239,4091.80099502488
7,1e-05,0.7,0.65,3991.10945273632,3989.59701492537,3992.5671641791
7,1e-05,0.75,0.7,3998.62189054726,3996.41791044776,4000.87562189055
7,1e-05,0.8,0.75,4243.02487562189,4241.62189054726,4244.32338308458
7,1e-05,0.85,0.8,4345.65174129353,4344.59203980099,4346.87562189055
7,1e-05,0.9,0.85,4800.75124378109,4799.87562189055,4801.59701492537
7,1e-05,0.95,0.9,4952.16915422886,4951.2736318408,4953.01990049751
7,1e-05,1,0.95,4999.92537313433,4999.89054726368,4999.96019900498
7,2e-05,0.05,0,2498.81592039801,2498.40298507463,2499.23383084577
7,2e-05,0.1,0.05,2473.20895522388,2472.19402985075,2474.18905472637
7,2e-05,0.15,0.1,2372.43781094527,2371.61194029851,2373.16915422886
7,2e-05,0.2,0.15,2348.62686567164,2347.52736318408,2349.62189054726
7,2e-05,0.25,0.2,2020.76616915423,2019.6368159204,2021.93034825871
7,2e-05,0.3,0.25,2097.22885572139,2096.01990049751,2098.49751243781
7,2e-05,0.35,0.3,1851.28358208955,1849.72139303483,1852.8407960199
7,2e-05,0.4,0.35,1767.41791044776,1766.01990049751,1768.89552238806
7,2e-05,0.45,0.4,1876.63184079602,1875.43781094527,1877.78109452736
7,2e-05,0.5,0.45,2018.01990049751,2016.82089552239,2019.16417910448
7,2e-05,0.55,0.5,2055.3631840796,2054.17910447761,2056.60696517413
7,2e-05,0.6,0.55,1893.69651741294,1892.2736318408,1895.03980099502
7,2e-05,0.65,0.6,1824.5671641791,1822.95024875622,1826.25373134328
7,2e-05,0.7,0.65,1971.85572139303,1970.88059701493,1972.90049751244
7,2e-05,0.75,0.7,2253.99502487562,2252.91044776119,2254.94527363184
7,2e-05,0.8,0.75,2166.73631840796,2165.54228855721,2167.85572139303
7,2e-05,0.85,0.8,2197.6815920398,2196.81094527363,2198.51243781095
7,2e-05,0.9,0.85,2423.06467661692,2422.25373134328,2423.8855721393
7,2e-05,0.95,0.9,2499.86567164179,2499.23880597015,2500.53233830846
7,2e-05,1,0.95,2500,2500,2500
7,3e-05,0.05,0,1667.61691542289,1667.18905472637,1668.03482587065
7,3e-05,0.1,0.05,1630.03482587065,1629.53233830846,1630.53233830846
7,3e-05,0.15,0.1,1549.18407960199,1548.4328358209,1549.86069651741
7,3e-05,0.2,0.15,1563.10945273632,1561.88059701493,1564.46766169154
7,3e-05,0.25,0.2,1432.28358208955,1431.44776119403,1433.15422885572
7,3e-05,0.3,0.25,1314.02487562189,1313.26368159204,1314.81592039801
7,3e-05,0.35,0.3,1310.37810945274,1309.14427860697,1311.54228855721
7,3e-05,0.4,0.35,1368.66666666667,1367.89552238806,1369.46766169154
7,3e-05,0.45,0.4,1180.70149253731,1179.94029850746,1181.44776119403
7,3e-05,0.5,0.45,1211.70149253731,1210.66169154229,1212.65174129353
7,3e-05,0.55,0.5,1313.01492537313,1311.61194029851,1314.31343283582
7,3e-05,0.6,0.55,1245.69154228856,1244.61194029851,1246.77114427861
7,3e-05,0.65,0.6,1216.98009950249,1216.26865671642,1217.65174129353
7,3e-05,0.7,0.65,1263.1592039801,1262.17910447761,1264.1592039801
7,3e-05,0.75,0.7,1412.66666666667,1411.72139303483,1413.592039801
7,3e-05,0.8,0.75,1347.86567164179,1346.88059701493,1348.8407960199
7,3e-05,0.85,0.8,1546.62686567164,1545.75124378109,1547.50746268657
7,3e-05,0.9,0.85,1562.28855721393,1561.73134328358,1562.83582089552
7,3e-05,0.95,0.9,1629.01492537313,1628.45273631841,1629.62189054726
7,3e-05,1,0.95,1667,1667,1667
7,4e-05,0.05,0,1247.88059701493,1247.45273631841,1248.38308457711
7,4e-05,0.1,0.05,1238.1144278607,1237.592039801,1238.64676616915
7,4e-05,0.15,0.1,1146.19900497512,1145.25870646766,1147.14427860697
7,4e-05,0.2,0.15,1138.93532338308,1137.76616915423,1140.12437810945
7,4e-05,0.25,0.2,1059.89552238806,1059.17910447761,1060.65671641791
7,4e-05,0.3,0.25,1000.79104477612,1000.1592039801,1001.41791044776
7,4e-05,0.35,0.3,978.114427860697,977.134328358209,979.034825870647
7,4e-05,0.4,0.35,1027.96517412935,1026.90547263682,1029.17910447761
7,4e-05,0.45,0.4,998.820895522388,998.139303482587,999.44776119403
7,4e-05,0.5,0.45,894.467661691542,893.298507462687,895.656716417911
7,4e-05,0.55,0.5,857.696517412935,856.955223880597,858.482587064677
7,4e-05,0.6,0.55,926.402985074627,925.701492537313,927.10447761194
7,4e-05,0.65,0.6,978.970149253731,978.019900497512,979.935323383085
7,4e-05,0.7,0.65,1073.18407960199,1072.06467661692,1074.24875621891
7,4e-05,0.75,0.7,1081.38308457711,1080.76616915423,1082.05970149254
7,4e-05,0.8,0.75,1036.18905472637,1035.51243781095,1036.84577114428
7,4e-05,0.85,0.8,1086.84577114428,1086.35820895522,1087.34328358209
7,4e-05,0.9,0.85,1234.81592039801,1234.2736318408,1235.38805970149
